x,y
4.115577889447236,-1.4229012338365092
4.160804020100502,-0.8460315042450706
4.206030150753769,-1.5381245753366377
4.251256281407035,-1.7315341794360344
4.296482412060302,-0.8015333274251444
4.341708542713568,-0.8202496455015716
4.386934673366834,-0.9541104549065152
4.432160804020101,-1.1319892315040014
4.477386934673367,-0.8529157812708399
4.522613065326634,-0.5454031337087243
4.5678391959799,-0.3436953906055745
4.613065326633166,0.2879400953461275
4.658291457286432,0.2994398783357832
4.703517587939698,-0.14028627939081673
4.748743718592965,0.16806566319421085
4.793969849246231,0.4231813864752353
4.839195979899498,0.8548899463528815
4.884422110552764,0.2165391241918257
4.9296482412060305,0.6058072989167594
4.974874371859297,1.0264088632808313
5.020100502512563,0.7569012604419357
5.06532663316583,0.053078079609280904
5.110552763819095,0.5116695028470784
5.155778894472362,1.4034062269282908
5.201005025125628,0.307180607283381
5.2462311557788945,0.8615530593165619
5.291457286432161,0.6755751352087346
5.336683417085427,0.6808186011710904
5.381909547738694,0.9132414675467839
5.42713567839196,0.8444824162281701
5.472361809045227,0.5771747595938646
5.517587939698493,0.8416335365119173
5.562814070351759,0.10377019877537492
5.608040201005025,0.11707777631568088
5.653266331658291,-0.08483366210320592
5.698492462311558,-0.8875444411396396
5.743718592964824,0.15637182421254747
5.788944723618091,-1.3436723826202388
5.834170854271357,-0.7326879846305371
5.8793969849246235,-1.0908154549564275
5.92462311557789,-0.48250317749472244
5.969849246231156,-0.8998948505273949
6.015075376884423,-0.7953850647035166
6.060301507537688,-1.1487563867378945
6.105527638190955,-1.7223020507998257
6.150753768844221,-0.8943038730516443
6.1959798994974875,-1.5924920173067674
6.241206030150754,-1.7040586423483388
6.28643216080402,-1.231133560281187
6.331658291457287,-0.6293387798527244
6.376884422110553,-1.2127738172980087
6.42211055276382,-1.244070480050385
6.467336683417086,-1.2666878330817857
6.5125628140703515,-0.9618338866168218
6.557788944723618,-1.4729774938956155
6.603015075376884,-0.9188059195614355
6.648241206030151,-1.2291678714958922
6.693467336683417,-1.1169920794141428
6.738693467336684,-0.7586560607809969
6.78391959798995,-0.4958260808801784
6.8291457286432165,-0.6139933588985349
6.874371859296483,-0.9591890914367638
6.919597989949749,-0.6132903868192479
6.964824120603016,-0.9662280500782006
7.010050251256281,-0.7924508309179967
7.055276381909548,-0.17525546783709323
7.100502512562814,-0.4850496365808815
7.1457286432160805,-0.853956218934274
7.190954773869347,-0.0019225405971738385
7.236180904522613,-0.15591210710688544
7.28140703517588,-0.3020262581159776
7.326633165829146,-0.4056411038951149
7.371859296482413,-0.13573455139348334
7.417085427135679,-0.08273896348018392
7.462311557788945,-0.20147826743916347
7.507537688442211,0.012748925622917545
7.552763819095477,-0.02395846978883792
7.597989949748744,0.3796080206962886
7.64321608040201,-0.35884776489854575
7.688442211055277,0.42757022444139636
7.733668341708543,-0.6899411063790016
7.778894472361809,0.4220958517220786
7.824120603015076,-0.28407157058153737
7.869346733668342,0.0323983952927135
7.914572864321609,0.028777634171120454
7.959798994974875,0.5342050303892348
8.00502512562814,0.15703101180845574
8.050251256281408,-0.03798161540893651
8.095477386934673,-0.017492338175319477
8.14070351758794,0.1426703794788749
8.185929648241206,0.053792713845606646
8.231155778894472,0.16130114954821914
8.27638190954774,0.09838668194622496
8.321608040201005,-0.23917253062879712
8.366834170854272,-0.5458460441075728
8.412060301507537,0.17095463001641054
8.457286432160805,-0.24963955493036113
8.50251256281407,0.05419057480883243
8.547738693467338,-0.1188804210923134
8.592964824120603,0.3004961668836278
8.63819095477387,-0.43229244807802536
8.683417085427136,-0.37469747659552627
8.728643216080402,-0.3059189538350219
8.773869346733669,0.033916107528994446
8.819095477386934,-0.21220101395565874
8.864321608040202,0.13735461496103926
8.909547738693467,0.21902980045251147
8.954773869346734,-0.583702176068495
9.0,-0.692117799524859
